track_id,time,x_um,y_um,z_um,sigma_x_um,sigma_y_um,sigma_z_um,photons,background,confidence
58,0.4649795,0.7073234821500728,-2.7209841874991305,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,104,188522114.3473571,0.781036376953125
83,0.76825235,2.138216193818579,-1.525437985911149,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,101,188522114.3473571,0.86517333984375
83,0.770546675,2.1508648712041465,-1.567492200835957,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,105,188522114.3473571,0.8331298828125
83,0.776931,2.147107992618998,-1.5686766856373338,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,109,188522114.3473571,0.457763671875
83,0.7851343,2.1473390106568546,-1.568995405109771,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,108,188522114.3473571,0.693511962890625
93,0.908199475,1.4175735400430662,-1.8221893966469453,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,105,188522114.3473571,0.8331298828125
93,0.920102075,1.4299291892413575,-1.8700661066074098,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,104,188522114.3473571,0.84112548828125
93,0.926525725,1.4324730978719402,-1.8648484796902294,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,136,188522114.3473571,0.5035400390625
93,0.941582,1.4308109030626168,-1.872984746706187,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,102,188522114.3473571,0.306121826171875
93,0.957056075,1.4267796347297266,-1.8713581232768675,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,104,188522114.3473571,0.54071044921875
93,0.966167425,1.4276829488567848,-1.8727946589453617,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,103,188522114.3473571,0.545867919921875
93,0.9793922,1.4263039022010995,-1.876385583055569,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,102,188522114.3473571,0.734710693359375
101,1.086067675,0.2706646578580886,-2.29399216567276,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,101,188522114.3473571,0.556182861328125
101,1.09199895,0.2963915023836189,-2.274591627459196,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,101,188522114.3473571,0.86517333984375
101,1.1093098,0.29180388039274985,-2.2739563064741817,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,100,188522114.3473571,0.686065673828125
101,1.112059375,0.29150052952170874,-2.269986286960904,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,102,188522114.3473571,0.61224365234375
101,1.119808225,0.28706981660501646,-2.271604444859981,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,100,188522114.3473571,0.8731689453125
101,1.125738625,0.29553545372019135,-2.2686386977876714,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,106,188522114.3473571,0.884033203125
101,1.130306575,0.2920061874670388,-2.2667313613079734,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,107,188522114.3473571,0.583648681640625
101,1.137600925,0.2893029403867959,-2.268348365642597,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,107,188522114.3473571,0.641998291015625
101,1.1608393,0.2910411300306856,-2.2692516737460693,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,101,188522114.3473571,0.432586669921875
101,1.197713125,0.2889454147023781,-2.272228486506185,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,107,188522114.3473571,0.641998291015625
101,1.2145737,0.2915099593453561,-2.2704580580992957,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,122,188522114.3473571,0.664520263671875
101,1.220959375,0.2920875899891403,-2.26521632836097,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,109,188522114.3473571,0.858306884765625
101,1.227344925,0.2900043014385065,-2.2689777967729747,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,105,188522114.3473571,0.89263916015625
154,1.733468775,1.6122144969972452,-1.0455512790928012,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,145,188522114.3473571,0.858306884765625
154,1.7376191,1.6432257605315232,-1.0731466875737417,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,130,188522114.3473571,0.720977783203125
154,1.738093175,1.6462158300383645,-1.0703819415039546,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,210,188522114.3473571,0.743865966796875
154,1.7408594,1.6414810278084078,-1.076382838684807,0.0,0.07559999999999999,0.07559999999999999,0.07559999999999999,147,188522114.3473571,0.762176513671875
